,uid,method,c,epsilon,meanql
0,22,OPT-SEM-IND,3,0.2,0.0293800539083558
1,22,USS,3,0.2,1.2024623939012575
2,22,ESSA,3,0.2,0.12658203655018332
3,590,OPT-SEM-IND,3,0.2,0.019108280254777076
4,590,USS,3,0.2,0.9792608041797756
5,590,ESSA,3,0.2,0.09545786383600345
6,1255,OPT-SEM-IND,3,0.2,0.05172413793103448
7,1255,USS,3,0.2,1.2100336082261534
8,1255,ESSA,3,0.2,0.13671142663961294
9,1810,OPT-SEM-IND,3,0.2,0.01045751633986928
10,1810,USS,3,0.2,1.1744776642572163
11,1810,ESSA,3,0.2,0.11319405934701496
12,3480,OPT-SEM-IND,3,0.2,0.015763546798029555
13,3480,USS,3,0.2,1.3598551677918542
14,3480,ESSA,3,0.2,0.12383216780601762
15,4584,OPT-SEM-IND,3,0.2,0.02926829268292683
16,4584,USS,3,0.2,1.0011262196517856
17,4584,ESSA,3,0.2,0.11507382550204331
18,4907,OPT-SEM-IND,3,0.2,0.04736842105263159
19,4907,USS,3,0.2,1.7294632147970324
20,4907,ESSA,3,0.2,0.1781565528498069
21,4985,OPT-SEM-IND,3,0.2,0.022291021671826623
22,4985,USS,3,0.2,1.6077906907843333
23,4985,ESSA,3,0.2,0.15132363087504325
24,6798,OPT-SEM-IND,3,0.2,0.00727272727272727
25,6798,USS,3,0.2,1.0843846897187617
26,6798,ESSA,3,0.2,0.1015276863041272
27,10492,OPT-SEM-IND,3,0.2,0.03333333333333334
28,10492,USS,3,0.2,1.5407998893203734
29,10492,ESSA,3,0.2,0.1561324649090928
30,15584,OPT-SEM-IND,3,0.2,0.03943661971830985
31,15584,USS,3,0.2,1.2986414748006503
32,15584,ESSA,3,0.2,0.14097268600313317
33,26352,OPT-SEM-IND,3,0.2,0.027979274611398975
34,26352,USS,3,0.2,1.159729175135751
35,26352,ESSA,3,0.2,0.12870353435927437
36,31486,OPT-SEM-IND,3,0.2,0.03921568627450981
37,31486,USS,3,0.2,1.555700168822986
38,31486,ESSA,3,0.2,0.13379156782361304
39,36273,OPT-SEM-IND,3,0.2,0.02903225806451613
40,36273,USS,3,0.2,1.1319019246861188
41,36273,ESSA,3,0.2,0.1251558943670953
42,44524,OPT-SEM-IND,3,0.2,0.008928571428571432
43,44524,USS,3,0.2,2.03397829559871
44,44524,ESSA,3,0.2,0.17771189434752077
45,52943,OPT-SEM-IND,3,0.2,0.027450980392156876
46,52943,USS,3,0.2,1.362896383164495
47,52943,ESSA,3,0.2,0.12102621083190823
48,79128,OPT-SEM-IND,3,0.2,0.037209302325581395
49,79128,USS,3,0.2,1.4974621440637523
50,79128,ESSA,3,0.2,0.15124089037550584
51,104357,OPT-SEM-IND,3,0.2,0.060714285714285714
52,104357,USS,3,0.2,1.0870501523656528
53,104357,ESSA,3,0.2,0.13376443330832408
54,122586,OPT-SEM-IND,3,0.2,0.04871794871794873
55,122586,USS,3,0.2,1.3722645038463763
56,122586,ESSA,3,0.2,0.14508591628917097
57,153607,OPT-SEM-IND,3,0.2,0.08125000000000003
58,153607,USS,3,0.2,0.6391654233274048
59,153607,ESSA,3,0.2,0.13571313273573085
60,22,OPT-SEM-IND,3,0.6000000000000001,0.0293800539083558
61,22,ESSA,3,0.6000000000000001,0.1233158303201324
62,590,OPT-SEM-IND,3,0.6000000000000001,0.019108280254777076
63,590,ESSA,3,0.6000000000000001,0.09414700012869903
64,1255,OPT-SEM-IND,3,0.6000000000000001,0.05172413793103448
65,1255,ESSA,3,0.6000000000000001,0.13201248161385146
66,1810,OPT-SEM-IND,3,0.6000000000000001,0.01045751633986928
67,1810,ESSA,3,0.6000000000000001,0.1108402390714238
68,3480,OPT-SEM-IND,3,0.6000000000000001,0.015763546798029555
69,3480,ESSA,3,0.6000000000000001,0.12113142286169758
70,4584,OPT-SEM-IND,3,0.6000000000000001,0.02926829268292683
71,4584,ESSA,3,0.6000000000000001,0.11420557279204738
72,4907,OPT-SEM-IND,3,0.6000000000000001,0.04736842105263159
73,4907,ESSA,3,0.6000000000000001,0.17256767475836715
74,4985,OPT-SEM-IND,3,0.6000000000000001,0.022291021671826623
75,4985,ESSA,3,0.6000000000000001,0.14803028405659138
76,6798,OPT-SEM-IND,3,0.6000000000000001,0.00727272727272727
77,6798,ESSA,3,0.6000000000000001,0.09877093101775081
78,10492,OPT-SEM-IND,3,0.6000000000000001,0.03333333333333334
79,10492,ESSA,3,0.6000000000000001,0.15250120840945708
80,15584,OPT-SEM-IND,3,0.6000000000000001,0.03943661971830985
81,15584,ESSA,3,0.6000000000000001,0.13566378139960497
82,26352,OPT-SEM-IND,3,0.6000000000000001,0.027979274611398975
83,26352,ESSA,3,0.6000000000000001,0.12651783415353735
84,31486,OPT-SEM-IND,3,0.6000000000000001,0.03921568627450981
85,31486,ESSA,3,0.6000000000000001,0.13070666985999393
86,36273,OPT-SEM-IND,3,0.6000000000000001,0.02903225806451613
87,36273,ESSA,3,0.6000000000000001,0.12231963599354352
88,44524,OPT-SEM-IND,3,0.6000000000000001,0.008928571428571432
89,44524,ESSA,3,0.6000000000000001,0.1726058682436554
90,52943,OPT-SEM-IND,3,0.6000000000000001,0.027450980392156876
91,52943,ESSA,3,0.6000000000000001,0.11769744923896108
92,79128,OPT-SEM-IND,3,0.6000000000000001,0.037209302325581395
93,79128,ESSA,3,0.6000000000000001,0.1479117757119658
94,104357,OPT-SEM-IND,3,0.6000000000000001,0.060714285714285714
95,104357,ESSA,3,0.6000000000000001,0.13088549853323292
96,122586,OPT-SEM-IND,3,0.6000000000000001,0.04871794871794873
97,122586,ESSA,3,0.6000000000000001,0.14212813941538235
98,153607,OPT-SEM-IND,3,0.6000000000000001,0.08125000000000003
99,153607,ESSA,3,0.6000000000000001,0.135088316066226
100,22,OPT-SEM-IND,3,1.0000000000000002,0.0293800539083558
101,22,ESSA,3,1.0000000000000002,0.12182349035381242
102,590,OPT-SEM-IND,3,1.0000000000000002,0.019108280254777076
103,590,ESSA,3,1.0000000000000002,0.09300522446732734
104,1255,OPT-SEM-IND,3,1.0000000000000002,0.05172413793103448
105,1255,ESSA,3,1.0000000000000002,0.13001372455825985
106,1810,OPT-SEM-IND,3,1.0000000000000002,0.01045751633986928
107,1810,ESSA,3,1.0000000000000002,0.10925734121189412
108,3480,OPT-SEM-IND,3,1.0000000000000002,0.015763546798029555
109,3480,ESSA,3,1.0000000000000002,0.11800569923895905
110,4584,OPT-SEM-IND,3,1.0000000000000002,0.02926829268292683
111,4584,ESSA,3,1.0000000000000002,0.1135525512471678
112,4907,OPT-SEM-IND,3,1.0000000000000002,0.04736842105263159
113,4907,ESSA,3,1.0000000000000002,0.16587672706569712
114,4985,OPT-SEM-IND,3,1.0000000000000002,0.022291021671826623
115,4985,ESSA,3,1.0000000000000002,0.14391790156204584
